sqft,bedrooms,bathrooms,age,location,price
1682,3,2,4,Suburban Area,361134.61
3484,4,3,31,Downtown Luxury,1245136.74
1784,5,2,2,Urban Central,595063.13
1608,5,1,34,Urban Central,459486.46
3338,2,1,13,Downtown Luxury,1136555.46
1829,5,2,30,Suburban Area,385895.36
1635,5,1,30,Suburban Area,341724.77
1089,3,4,16,Suburban Area,270309.43
875,3,4,23,Rural Outskirts,160533.35
3340,2,1,22,Urban Central,862287.98
2889,1,2,17,Urban Central,751351.97
1839,2,2,13,Urban Central,515625.4
1874,2,1,14,Rural Outskirts,257521.34
4482,4,3,14,Urban Central,1250301.98
725,4,4,5,Rural Outskirts,180826.39
816,2,3,26,Suburban Area,186473.87
3977,2,2,14,Downtown Luxury,1366999.23
4468,2,2,7,Urban Central,1190113.59
1808,5,3,14,Urban Central,600169.54
3710,4,1,2,Suburban Area,745688.95
1846,2,3,12,Downtown Luxury,718383.9
3855,3,3,33,Rural Outskirts,533744.33
3142,3,4,23,Downtown Luxury,1163118.0
3074,5,4,31,Suburban Area,657787.13
3849,5,3,31,Suburban Area,770525.01
1518,1,3,29,Downtown Luxury,535692.86
4099,1,2,12,Rural Outskirts,542954.66
1917,1,4,0,Rural Outskirts,288398.44
2798,5,4,33,Urban Central,862525.55
3031,5,2,14,Rural Outskirts,433336.94
2261,5,1,13,Downtown Luxury,852624.45
4484,3,4,28,Suburban Area,881371.04
907,5,4,33,Urban Central,343120.64
1959,3,1,17,Urban Central,517925.72
2569,1,4,6,Suburban Area,548208.17
3393,1,4,28,Rural Outskirts,481390.09
1491,1,1,30,Suburban Area,253562.36
974,2,1,24,Rural Outskirts,112083.69
3679,2,3,13,Suburban Area,720718.05
2633,4,2,7,Downtown Luxury,977926.6
1964,4,2,26,Rural Outskirts,276620.21
728,4,1,1,Downtown Luxury,359836.48
1614,2,1,16,Urban Central,438042.44
2399,2,4,13,Suburban Area,502265.91
3316,4,3,24,Urban Central,945174.01
4023,4,3,29,Urban Central,1115878.47
1981,5,1,28,Urban Central,557327.31
1116,4,4,19,Urban Central,418967.0
2118,5,4,20,Suburban Area,495486.02
685,3,2,21,Urban Central,243253.24
1798,2,2,34,Suburban Area,343327.37
4473,4,4,15,Suburban Area,924331.03
3864,2,2,16,Downtown Luxury,1332368.17
2958,2,1,15,Rural Outskirts,384099.85
1742,2,4,1,Rural Outskirts,280515.97
3889,3,2,3,Suburban Area,761722.96
3074,1,3,20,Downtown Luxury,1079161.45
2593,4,4,33,Suburban Area,539667.03
4085,1,4,29,Suburban Area,779401.21
2761,1,3,5,Suburban Area,569676.27
3816,1,1,16,Downtown Luxury,1258123.58
4209,2,3,24,Rural Outskirts,579156.39
4319,5,4,4,Downtown Luxury,1637892.72
902,2,1,4,Urban Central,265263.94
3391,2,2,19,Downtown Luxury,1164418.4
1187,1,2,15,Downtown Luxury,450467.39
1586,2,2,8,Downtown Luxury,589917.89
2463,1,4,4,Downtown Luxury,945608.53
944,5,3,1,Rural Outskirts,197433.16
1413,4,1,8,Urban Central,413978.54
2587,1,2,21,Rural Outskirts,343357.91
3448,5,1,21,Rural Outskirts,461358.38
3672,4,4,21,Downtown Luxury,1346356.18
3818,3,2,33,Suburban Area,719749.69
1910,1,4,28,Suburban Area,371029.76
2599,1,3,32,Rural Outskirts,338702.52
2277,3,4,17,Rural Outskirts,378836.09
3724,3,4,6,Downtown Luxury,1395818.67
1927,1,3,0,Rural Outskirts,278424.9
1692,3,1,32,Downtown Luxury,593137.99
3008,2,3,0,Suburban Area,607535.48
4273,4,3,23,Suburban Area,836895.66
3891,4,4,3,Urban Central,1129705.78
1609,4,1,3,Suburban Area,355092.96
1303,2,2,17,Rural Outskirts,208321.56
1174,3,3,26,Suburban Area,258131.93
2208,5,1,31,Downtown Luxury,764106.68
3832,3,3,32,Suburban Area,754451.6
4352,1,3,27,Urban Central,1162389.61
1712,4,3,5,Suburban Area,380219.03
1287,3,3,15,Downtown Luxury,552108.65
3428,5,4,33,Downtown Luxury,1279710.06
3232,1,1,22,Rural Outskirts,400302.3
4428,2,1,23,Suburban Area,794707.73
3236,2,1,12,Downtown Luxury,1110045.0
3830,5,3,17,Urban Central,1098348.85
1088,1,4,12,Rural Outskirts,188861.12
3618,4,3,16,Urban Central,1020194.77
1947,3,3,14,Suburban Area,414037.09
4281,1,1,17,Suburban Area,750720.32
4052,2,3,22,Suburban Area,778223.66
3773,5,2,29,Rural Outskirts,535503.92
1093,5,3,33,Downtown Luxury,477368.95
2267,3,2,3,Rural Outskirts,315253.02
2237,5,3,2,Urban Central,725191.97
618,5,4,6,Rural Outskirts,172668.96
4125,1,4,17,Urban Central,1121509.13
4153,4,1,6,Rural Outskirts,560252.83
4265,3,3,5,Downtown Luxury,1536226.84
3044,1,2,21,Urban Central,797141.41
1600,4,2,0,Suburban Area,384001.55
3950,1,3,3,Suburban Area,802646.91
1450,1,2,28,Rural Outskirts,172270.04
1988,5,4,20,Suburban Area,480597.06
1954,4,2,25,Urban Central,569271.12
4312,3,1,13,Suburban Area,831218.41
1967,3,4,8,Downtown Luxury,823120.25
1421,4,4,11,Downtown Luxury,653377.88
1054,5,4,5,Rural Outskirts,230124.28
2224,2,3,19,Urban Central,632998.13
3372,1,3,23,Downtown Luxury,1152356.38
4326,5,4,26,Downtown Luxury,1592794.36
3736,4,3,7,Urban Central,1062380.06
3747,1,2,0,Suburban Area,730168.47
1310,3,3,23,Suburban Area,298568.97
2790,2,3,6,Rural Outskirts,373146.7
1516,3,4,18,Suburban Area,352387.41
3475,4,1,21,Urban Central,936838.06
3252,1,1,34,Downtown Luxury,1029335.99
2096,4,1,29,Suburban Area,377919.21
2040,1,2,28,Rural Outskirts,282969.0
904,5,3,21,Suburban Area,253552.5
1335,2,1,10,Urban Central,383744.87
4168,5,4,19,Rural Outskirts,595928.69
2938,5,1,28,Suburban Area,579617.88
2563,4,1,33,Rural Outskirts,363435.84
2749,2,3,0,Urban Central,793127.12
2609,1,3,30,Downtown Luxury,919320.15
3938,1,3,29,Urban Central,1040838.77
3514,3,2,17,Urban Central,947334.81
3615,1,2,16,Urban Central,977848.69
4293,4,1,13,Urban Central,1157095.68
3621,5,3,22,Downtown Luxury,1339001.74
3489,5,1,24,Downtown Luxury,1215763.77
1561,5,4,14,Rural Outskirts,267770.08
3589,2,4,21,Suburban Area,718833.76
4448,1,3,2,Downtown Luxury,1574609.56
1626,4,3,18,Downtown Luxury,667828.08
2732,2,4,33,Suburban Area,547838.99
4465,3,3,34,Downtown Luxury,1552695.94
2975,4,2,0,Urban Central,863696.08
3463,4,2,20,Urban Central,962799.32
2073,4,3,28,Suburban Area,452068.21
3101,5,4,5,Rural Outskirts,476564.63
2547,4,1,0,Rural Outskirts,370840.05
3276,1,3,0,Suburban Area,663613.23
3892,4,3,26,Suburban Area,766549.02
1777,5,1,20,Urban Central,533193.18
1264,4,3,15,Rural Outskirts,211500.17
611,3,1,25,Downtown Luxury,233062.95
1756,3,4,15,Urban Central,550187.51
903,5,2,27,Suburban Area,220098.45
3964,1,4,0,Rural Outskirts,548477.97
3622,1,2,9,Downtown Luxury,1235677.51
3971,2,1,16,Downtown Luxury,1334987.91
2363,5,2,22,Urban Central,672207.91
3430,4,4,6,Rural Outskirts,487443.95
642,5,2,6,Rural Outskirts,134063.05
1543,2,1,14,Suburban Area,308474.77
2990,5,2,33,Rural Outskirts,419686.38
1949,5,3,3,Rural Outskirts,313673.25
4485,2,4,13,Urban Central,1256812.9
3145,1,3,13,Rural Outskirts,423649.08
3011,4,1,15,Downtown Luxury,1067513.45
1490,2,2,6,Urban Central,445046.56
3074,3,3,31,Urban Central,838142.68
1604,1,3,18,Suburban Area,325859.2
620,3,2,1,Rural Outskirts,136488.0
1006,1,2,9,Suburban Area,222612.3
3266,4,4,16,Downtown Luxury,1251241.23
1614,4,3,11,Urban Central,535379.83
935,5,3,5,Urban Central,367485.97
2438,3,1,21,Urban Central,680068.98
3788,1,4,31,Downtown Luxury,1316054.03
1747,4,1,19,Downtown Luxury,649964.06
3046,2,3,0,Suburban Area,621757.95
3440,4,1,5,Suburban Area,692558.14
2427,2,3,18,Suburban Area,480142.71
1314,1,3,17,Rural Outskirts,204801.95
650,4,1,5,Urban Central,222844.4
4454,4,1,32,Urban Central,1169174.5
923,1,2,22,Suburban Area,174785.4
1388,4,2,22,Urban Central,433739.93
740,2,2,25,Suburban Area,179488.09
1069,4,3,12,Rural Outskirts,205886.61
1386,3,1,6,Rural Outskirts,222088.58
2425,5,4,14,Downtown Luxury,1006510.18
1957,2,3,26,Rural Outskirts,273050.61
2516,3,4,25,Suburban Area,538059.96
1563,1,1,32,Rural Outskirts,170359.0
3655,2,3,14,Downtown Luxury,1286136.76
972,5,4,26,Urban Central,402775.86
4235,5,4,4,Suburban Area,884879.56
3141,1,2,1,Urban Central,834635.98
4210,1,2,32,Downtown Luxury,1405484.39
2292,2,2,15,Downtown Luxury,824955.0
3398,4,3,22,Downtown Luxury,1246205.74
1779,1,1,15,Urban Central,453342.37
2938,4,1,13,Urban Central,814344.68
2271,3,2,28,Urban Central,629142.9
3815,5,2,25,Urban Central,1043922.18
705,4,2,34,Downtown Luxury,304142.16
2043,5,4,14,Downtown Luxury,851286.39
3317,4,2,2,Suburban Area,674499.49
2281,3,4,22,Suburban Area,503866.16
601,1,1,28,Urban Central,137449.82
3236,3,3,33,Rural Outskirts,465903.57
3291,1,3,32,Rural Outskirts,416752.9
2737,1,3,22,Downtown Luxury,954945.9
4016,5,3,6,Downtown Luxury,1485546.84
